bot,comment,server_name,namespace,timestamp,title,type,user,wiki,log_type,minor,length_old,length_new
False,Refined a link,en.wikipedia.org,0,1605467135,Jordan River Pathway,edit,Bigturtle,enwiki,unknown,True,2148,2133
False,,en.wikipedia.org,2,1605467137,User:Krboshea,log,Krboshea,enwiki,newusers,unknown,-999,-999
False,,en.wikipedia.org,0,1605467135,Isabella of France,edit,ETO Buff,enwiki,unknown,True,72611,72614
False,/* Rude and aggressive comments from User:Sailor Sam */ rmv extra space and +,en.wikipedia.org,4,1605467140,Wikipedia:Administrators' noticeboard/Incidents,edit,L1A1 FAL,enwiki,unknown,False,219407,219494
False,ref fmt,en.wikipedia.org,0,1605467140,"Edmund de Lacy, Baron of Pontefract",edit,DrKay,enwiki,unknown,False,6235,6248
False,,en.wikipedia.org,0,1605467140,Hootagalli,edit,103.21.232.151,enwiki,unknown,False,6196,6149
False,,en.wikipedia.org,0,1605467149,David Brooks (footballer),edit,Liverpool445,enwiki,unknown,True,20606,20607
False,Updated current broadcast and added books.,en.wikipedia.org,0,1605467148,Rick DeBruhl,edit,Dbroo,enwiki,unknown,True,4897,5380
False,add source,en.wikipedia.org,0,1605467149,Çiraquz,edit,CuriousGolden,enwiki,unknown,False,2128,2504
False,"[[:Çiraquz]] added to category, [[Special:WhatLinksHere/Çiraquz|this page is included within other pages]]",en.wikipedia.org,14,1605467149,Category:CS1 Russian-language sources (ru),categorize,CuriousGolden,enwiki,unknown,unknown,-999,-999
False,/* Filmography */ talk,en.wikipedia.org,2,1605467154,User:Zefr/sandbox,edit,Zefr,enwiki,unknown,False,13403,12915
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Pages where expansion depth is exceeded,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Pages with misplaced templates,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,/* Rude and aggressive comments from User:Sailor Sam */,en.wikipedia.org,4,1605467161,Wikipedia:Administrators' noticeboard/Incidents,edit,L1A1 FAL,enwiki,unknown,False,219494,219497
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Pages using WikiProject banner shell without banner templates,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Start-Class Indigenous peoples of North America articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:NA-importance Indigenous peoples of North America articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:WikiProject Indigenous peoples of North America articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Start-Class WikiProject Women articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:WikiProject Women articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:All WikiProject Women-related pages,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Start-Class biography articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Start-Class biography (actors and filmmakers) articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Low-importance biography (actors and filmmakers) articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Actors and filmmakers work group articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Incorrectly tagged WikiProject Biography articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Pages with DEFAULTSORT conflicts,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] added to category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467154,Category:Pages using the Graph extension,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,Reverted edits by [[Special:Contributions/214.28.226.85|214.28.226.85]] ([[User talk:214.28.226.85|talk]]) ([[WP:HG|HG]]) (3.4.10),en.wikipedia.org,0,1605467171,M247 Sergeant York,edit,Materialscientist,enwiki,unknown,True,30419,30394
False,Message re. [[M247 Sergeant York]] ([[WP:HG|HG]]) (3.4.10),en.wikipedia.org,3,1605467173,User talk:214.28.226.85,new,Materialscientist,enwiki,unknown,False,-999,1159
False,,en.wikipedia.org,0,1605467174,Bumblebee (film),edit,JDDJS,enwiki,unknown,False,72427,72427
False,Added bordering ecoregions.,en.wikipedia.org,0,1605467174,High Arctic tundra,edit,Ponderosapine210,enwiki,unknown,False,5839,5901
False,/* Main characters */,en.wikipedia.org,0,1605467181,Maid Marian and Her Merry Men,edit,Uranium grenade,enwiki,unknown,False,22018,22009
False,Change direct to section; add R cats,en.wikipedia.org,0,1605467180,Fourscore,edit,YorkshireLad,enwiki,unknown,False,39,130
False,,en.wikipedia.org,0,1605467182,Joe Morrell,edit,Liverpool445,enwiki,unknown,True,13299,13299
False,"[[:Fourscore]] added to category, [[Special:WhatLinksHere/Fourscore|this page is included within other pages]]",en.wikipedia.org,14,1605467180,Category:Redirects to sections,categorize,YorkshireLad,enwiki,unknown,unknown,-999,-999
False,"[[:Fourscore]] added to category, [[Special:WhatLinksHere/Fourscore|this page is included within other pages]]",en.wikipedia.org,14,1605467180,Category:Printworthy redirects,categorize,YorkshireLad,enwiki,unknown,unknown,-999,-999
False,"[[:Fourscore]] added to category, [[Special:WhatLinksHere/Fourscore|this page is included within other pages]]",en.wikipedia.org,14,1605467180,Category:Redirects with possibilities,categorize,YorkshireLad,enwiki,unknown,unknown,-999,-999
False,/* External links */,en.wikipedia.org,0,1605467182,Banja Luka,edit,MirkoS18,enwiki,unknown,False,52210,52249
False,,en.wikipedia.org,2,1605467187,User:Narky Blert/sandbox 3,edit,Narky Blert,enwiki,unknown,False,33142,33243
False,removed [[Category:Laser II class sailors]]; added [[Category:Laser (dinghy)]] using [[WP:HC|HotCat]],en.wikipedia.org,14,1605467186,Category:Laser II class world champions,edit,UnitedStatesian,enwiki,unknown,False,108,100
False,"[[:User:Narky Blert/sandbox 3]] removed from category, [[Special:WhatLinksHere/User:Narky Blert/sandbox 3|this page is included within other pages]]",en.wikipedia.org,14,1605467187,Category:User pages with reference errors,categorize,Narky Blert,enwiki,unknown,unknown,-999,-999
False,move link to first use,en.wikipedia.org,0,1605467189,"Edmund de Lacy, Baron of Pontefract",edit,DrKay,enwiki,unknown,True,6248,6244
False,[[:Category:Laser II class world champions]] added to category,en.wikipedia.org,14,1605467186,Category:Laser (dinghy),categorize,UnitedStatesian,enwiki,unknown,unknown,-999,-999
False,[[:Category:Laser II class world champions]] removed from category,en.wikipedia.org,14,1605467186,Category:Laser II class sailors,categorize,UnitedStatesian,enwiki,unknown,unknown,-999,-999
False,/* By player */,en.wikipedia.org,0,1605467192,List of ATP number 1 ranked singles tennis players,edit,70.31.32.43,enwiki,unknown,False,71911,71911
False,+hat,en.wikipedia.org,0,1605467192,Ivan Karačić,edit,Tassedethe,enwiki,unknown,False,6881,6956
False,Reverted edits by [[Special:Contribs/2A02:C7F:583A:1E00:C0A8:7EBD:1132:1996|2A02:C7F:583A:1E00:C0A8:7EBD:1132:1996]] ([[User talk:2A02:C7F:583A:1E00:C0A8:7EBD:1132:1996|talk]]) to last version by PrimeBOT,en.wikipedia.org,0,1605467201,The Official BBC Children in Need Medley,edit,Sjö,enwiki,unknown,True,18111,18091
False,add source,en.wikipedia.org,0,1605467200,Çiraquz,edit,CuriousGolden,enwiki,unknown,False,2504,2493
False,/* Personal life */,en.wikipedia.org,0,1605467202,Haider Qureshi,edit,Upig71,enwiki,unknown,False,9503,9503
False,/* Talk */ cut,en.wikipedia.org,2,1605467203,User:Zefr/sandbox,edit,Zefr,enwiki,unknown,False,12915,12429
False,"[[:Çiraquz]] removed from category, [[Special:WhatLinksHere/Çiraquz|this page is included within other pages]]",en.wikipedia.org,14,1605467200,Category:CS1 Russian-language sources (ru),categorize,CuriousGolden,enwiki,unknown,unknown,-999,-999
False,,en.wikipedia.org,0,1605467203,1990,edit,2804:7F7:A584:6D25:5CF0:8054:244:35AF,enwiki,unknown,False,126568,126605
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Pages where expansion depth is exceeded,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Pages with misplaced templates,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Pages using WikiProject banner shell without banner templates,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,added italics,en.wikipedia.org,0,1605467207,Rick DeBruhl,edit,Dbroo,enwiki,unknown,True,5380,5388
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Start-Class Indigenous peoples of North America articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:NA-importance Indigenous peoples of North America articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:WikiProject Indigenous peoples of North America articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Start-Class WikiProject Women articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:WikiProject Women articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:All WikiProject Women-related pages,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Start-Class biography articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Start-Class biography (actors and filmmakers) articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Low-importance biography (actors and filmmakers) articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Actors and filmmakers work group articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Incorrectly tagged WikiProject Biography articles,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Pages with DEFAULTSORT conflicts,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,"[[:User:Zefr/sandbox]] removed from category, [[Special:WhatLinksHere/User:Zefr/sandbox|this page is included within other pages]]",en.wikipedia.org,14,1605467203,Category:Pages using the Graph extension,categorize,Zefr,enwiki,unknown,unknown,-999,-999
False,,en.wikipedia.org,2,1605467214,User:Narky Blert/sandbox 3,edit,Narky Blert,enwiki,unknown,False,33243,33241
False,removed [[Category:Laeken]] using [[WP:HC|HotCat]],en.wikipedia.org,0,1605467213,Laeken Cemetery,edit,UnitedStatesian,enwiki,unknown,False,3381,3361
False,/* RP-1-like fuels */ missed url added,en.wikipedia.org,0,1605467215,RP-1,edit,Teaktl17,enwiki,unknown,False,16033,16090
False,"[[:RP-1]] removed from category, [[Special:WhatLinksHere/RP-1|this page is included within other pages]]",en.wikipedia.org,14,1605467215,Category:Pages using web citations with no URL,categorize,Teaktl17,enwiki,unknown,unknown,-999,-999
False,[[:Laeken Cemetery]] removed from category,en.wikipedia.org,14,1605467213,Category:Laeken,categorize,UnitedStatesian,enwiki,unknown,unknown,-999,-999
False,,en.wikipedia.org,0,1605467220,Gareth Bale,edit,Liverpool445,enwiki,unknown,True,143532,143532
False,/* By player */,en.wikipedia.org,0,1605467223,List of ATP number 1 ranked singles tennis players,edit,70.31.32.43,enwiki,unknown,False,71911,71911
False,/* Further reading */,en.wikipedia.org,0,1605467225,Charlotte Desmares,edit,Gleb95,enwiki,unknown,False,3221,3611
False,Adding [[Ben Carter (basketball)]] and cleanup using [[tools:~dispenser/cgi-bin/dabfix.py|Dabfix]],en.wikipedia.org,0,1605467231,Ben Carter,edit,Tassedethe,enwiki,unknown,False,465,550
False,/* External links */,en.wikipedia.org,0,1605467227,Batumi,edit,MirkoS18,enwiki,unknown,False,33398,33438
True,Report for semtalk.pl (XWiki spam by 89.70.243.67 89.70.242.47 88.199.38.34 89.72.111.170 31.178.202.205 ),en.wikipedia.org,4,1605467233,Wikipedia:WikiProject Spam/LinkReports/semtalk.pl,edit,COIBot,enwiki,unknown,False,5939,6725
False,/* Group F */,en.wikipedia.org,0,1605467238,2020 Campeonato Brasileiro de Futebol Feminino Série A1,edit,190.26.154.78,enwiki,unknown,False,44216,44243
False,"/* top */ fix--not pretty formatting, but resolves contradiction",en.wikipedia.org,0,1605467238,Fatah–Hamas conflict,edit,Ynhockey,enwiki,unknown,False,66309,66318
True,XWikiReport created in [[Wikipedia:WikiProject_Spam/LinkReports/semtalk.pl|semtalk.pl]] - XWiki link additions by 89.70.243.67 89.70.242.47 88.199.38.34 89.72.111.170 31.178.202.205  - T: 4; X: 0; L: 0; R: 4; IP: 0; P: 0; M: 0; R: 0,en.wikipedia.org,4,1605467241,Wikipedia:WikiProject Spam/LinkReports,edit,COIBot,enwiki,unknown,False,46547,46737
False,/* Cast */,en.wikipedia.org,0,1605467245,Borat Subsequent Moviefilm,edit,Muppet321,enwiki,unknown,False,97048,97033
False,Edited for NPOV,en.wikipedia.org,0,1605467247,Luanda International School,edit,Grand'mere Eugene,enwiki,unknown,False,11822,10348
False,,en.wikipedia.org,2,1605467251,User:Liz,log,Mfb,enwiki,thanks,unknown,-999,-999
False,"[[WP:AES|←]]Created page with 'Films scored by [[Byron Berline]].  {{DEFAULTSORT:Berline, Byron}} [[Category:Films scored by American composers]]'",en.wikipedia.org,14,1605467250,Category:Films scored by Byron Berline,new,Dimadick,enwiki,unknown,False,-999,114
False,[[:Category:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467250,Category:Films scored by American composers,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,/* RPDR (Winners) */,en.wikipedia.org,2,1605467254,User:Evonmichellexo,edit,Evonmichellexo,enwiki,unknown,False,14989,14509
False,"Added wikilinks, tried to condense",en.wikipedia.org,0,1605467252,Traditional Hausa medicine,edit,Rogermx,enwiki,unknown,False,13182,11514
False,"[[:Traditional Hausa medicine]] removed from category, [[Special:WhatLinksHere/Traditional Hausa medicine|this page is included within other pages]]",en.wikipedia.org,14,1605467252,Category:Articles with too few wikilinks from December 2012,categorize,Rogermx,enwiki,unknown,unknown,-999,-999
False,"[[:Traditional Hausa medicine]] removed from category, [[Special:WhatLinksHere/Traditional Hausa medicine|this page is included within other pages]]",en.wikipedia.org,14,1605467252,Category:All articles with too few wikilinks,categorize,Rogermx,enwiki,unknown,unknown,-999,-999
False,"[[:Traditional Hausa medicine]] removed from category, [[Special:WhatLinksHere/Traditional Hausa medicine|this page is included within other pages]]",en.wikipedia.org,14,1605467252,Category:Articles covered by WikiProject Wikify from December 2012,categorize,Rogermx,enwiki,unknown,unknown,-999,-999
False,"[[:Traditional Hausa medicine]] removed from category, [[Special:WhatLinksHere/Traditional Hausa medicine|this page is included within other pages]]",en.wikipedia.org,14,1605467252,Category:All articles covered by WikiProject Wikify,categorize,Rogermx,enwiki,unknown,unknown,-999,-999
False,/* Mecca Temple Debate */,en.wikipedia.org,0,1605467258,Clarence Darrow,edit,84.248.82.78,enwiki,unknown,False,54645,54705
False,/* 2020 */ Added Ireland result.,en.wikipedia.org,0,1605467262,Wales national football team results 2020–present,edit,SteveMc25,enwiki,unknown,False,7410,7552
False,,en.wikipedia.org,0,1605467264,Tyler Roberts,edit,Liverpool445,enwiki,unknown,True,35662,35664
False,Reverted edits by [[Special:Contributions/204.185.204.64|204.185.204.64]] ([[User talk:204.185.204.64|talk]]) ([[WP:HG|HG]]) (3.4.10),en.wikipedia.org,0,1605467265,Slavery in Africa,edit,Samf4u,enwiki,unknown,True,163970,163969
False,filling lead,en.wikipedia.org,0,1605467267,Henry Lucy,edit,Desertarun,enwiki,unknown,False,22957,22979
False,/* External links */,en.wikipedia.org,0,1605467265,Brčko,edit,MirkoS18,enwiki,unknown,False,18246,18286
False,Level 2 warning re. [[Slavery in Africa]] ([[WP:HG|HG]]) (3.4.10),en.wikipedia.org,3,1605467269,User talk:204.185.204.64,edit,Samf4u,enwiki,unknown,False,1294,2397
False,/* Career */ updates,en.wikipedia.org,0,1605467271,Edvin Muratović,edit,ZaDoraemonzu,enwiki,unknown,False,5466,5667
False,/* NATO countries */ Simplify,en.wikipedia.org,0,1605467272,List of anti-ship missiles,edit,Trigenibinion,enwiki,unknown,False,18486,18498
False,Undid revision 988868383 by [[Special:Contributions/Etman1654|Etman1654]] ([[User talk:Etman1654|talk]]),en.wikipedia.org,0,1605467271,"Cave Spring High School (Roanoke, Virginia)",edit,Etman1654,enwiki,unknown,False,5213,5100
False,removed [[Category:Louisiana Republlicans]] using [[WP:HC|HotCat]],en.wikipedia.org,0,1605467276,Jay McCallum,edit,UnitedStatesian,enwiki,unknown,False,7818,7782
False,"[[:Jay McCallum]] removed from category, [[Special:WhatLinksHere/Jay McCallum|this page is included within other pages]]",en.wikipedia.org,14,1605467276,Category:Louisiana Republlicans,categorize,UnitedStatesian,enwiki,unknown,unknown,-999,-999
False,color changed,en.wikipedia.org,0,1605467281,2020 Gilgit-Baltistan Assembly election,edit,Saad Ali Khan Pakistan,enwiki,unknown,True,35579,35594
False,Reverted edits by [[Special:Contribs/2601:150:180:DAF0:3468:6541:4B69:C78|2601:150:180:DAF0:3468:6541:4B69:C78]] ([[User talk:2601:150:180:DAF0:3468:6541:4B69:C78|talk]]) to last version by 75.177.203.225,en.wikipedia.org,0,1605467282,Newsmax,edit,Sjö,enwiki,unknown,True,30186,30151
False,[[WP:AES|←]]Created page with '{{WikiProjectBannerShell|1= {{WikiProject Film|Filmmaking-task-force=yes|American-task-force=yes}} {{Composers|class=}} {{WikiProject United States|class=|import...',en.wikipedia.org,15,1605467283,Category talk:Films scored by Byron Berline,new,Dimadick,enwiki,unknown,False,-999,201
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:Category-Class film articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:Category-Class American cinema articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:American cinema task force articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:Category-Class filmmaking articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:Filmmaking task force articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:WikiProject Film articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:NA-Class Composers articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:WikiProject Composers articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:Category-Class United States articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:Category-Class United States articles of NA-importance,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:NA-importance United States articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:NA-importance American cinema articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,[[:Category talk:Films scored by Byron Berline]] added to category,en.wikipedia.org,14,1605467283,Category:WikiProject United States articles,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
False,/* Japan */,en.wikipedia.org,0,1605467291,Daihatsu,edit,Regushee,enwiki,unknown,False,30917,31044
False,,en.wikipedia.org,0,1605467292,Harry Houdini,edit,78.151.153.101,enwiki,unknown,False,103063,103073
False,ref fmt,en.wikipedia.org,0,1605467293,Constable of Chester,edit,DrKay,enwiki,unknown,False,21004,20966
False,/* Rude and aggressive comments from User:Sailor Sam */ +,en.wikipedia.org,4,1605467295,Wikipedia:Administrators' noticeboard/Incidents,edit,L1A1 FAL,enwiki,unknown,False,219496,219626
False,Updated the infobox on this page,en.wikipedia.org,0,1605467299,Super Bowl X,edit,2601:204:DC80:D8E0:5058:BE57:DA9B:9C88,enwiki,unknown,False,49693,49743
False,,en.wikipedia.org,0,1605467300,Irv Gotti Presents: The Murderers,edit,46.173.4.104,enwiki,unknown,False,14069,14093
False,/* Literary career */,en.wikipedia.org,0,1605467303,Haider Qureshi,edit,Upig71,enwiki,unknown,False,9503,9513
False,restored Surendra Nath Mitra similarity,en.wikipedia.org,2,1605467303,User:Vivek Kaundinya,edit,Vivek Kaundinya,enwiki,unknown,False,49199,48499
False,Just Fixing some spelling.,en.wikipedia.org,0,1605467306,Lunatic asylum,edit,2406:3400:310:24C0:E87B:C5B9:3447:3F5C,enwiki,unknown,False,66480,66481
